Domain,Timestamp,Response Status,Response Time,RCODE,TTL,Addresses,Error
google.com,1695129941.667,1,76.374,,,[],
google.com,1695129943.147,1,69.498,,,[],
google.com,1695129944.922,1,67.489,,,[],
google.com,1695129952.353,1,95.748,,,[],
google.com,1695129956.759,1,154.105,,,[],
google.com,1695129961.224,1,78.153,,,[],
google.com,1695129965.798,-1,3056.080,,,[],could not convert string to float: ''
google.com,1695129973.447,1,90.435,,,[],
google.com,1695129980.698,-1,3031.318,,,[],could not convert string to float: ''
google.com,1695129985.193,-1,3077.731,,,[],could not convert string to float: ''
google.com,1695129989.479,1,81.249,,,[],
google.com,1695129991.167,1,82.730,,,[],
google.com,1695129992.611,1,69.372,,,[],
google.com,1695129994.244,1,68.718,,,[],
google.com,1695130001.624,1,67.736,,,[],
google.com,1695130006.017,1,83.354,,,[],
google.com,1695130007.422,1,94.220,,,[],
google.com,1695130013.218,1,108.080,,,[],
google.com,1695130014.731,1,63.302,,,[],
google.com,1695130025.291,-1,3055.487,,,[],could not convert string to float: ''
google.com,1695130029.776,1,92.369,,,[],
google.com,1695130034.095,1,63.511,,,[],
google.com,1695130044.417,1,81.681,,,[],
google.com,1695130051.790,1,91.846,,,[],
google.com,1695130053.239,1,89.671,,,[],
google.com,1695130054.599,1,79.004,,,[],
google.com,1695130055.897,1,86.354,,,[],
google.com,1695130057.788,1,78.876,,,[],
google.com,1695130062.335,1,144.687,,,[],
google.com,1695130063.998,1,58.594,,,[],
google.com,1695130074.416,-1,3031.711,,,[],could not convert string to float: ''
google.com,1695130081.863,1,93.911,,,[],
google.com,1695130083.234,1,80.735,,,[],
google.com,1695130090.639,1,79.080,,,[],
google.com,1695130098.092,1,90.051,,,[],
google.com,1695130102.584,1,58.602,,,[],
google.com,1695130103.934,1,69.480,,,[],
google.com,1695130108.154,1,69.193,,,[],
google.com,1695130112.704,1,81.572,,,[],
google.com,1695130114.114,1,63.942,,,[],
google.com,1695130115.603,1,76.698,,,[],
google.com,1695130120.136,1,64.855,,,[],
google.com,1695130121.572,1,65.760,,,[],
google.com,1695130126.024,1,88.003,,,[],
google.com,1695130133.636,1,76.123,,,[],
google.com,1695130135.027,1,55.584,,,[],
google.com,1695130139.175,1,110.643,,,[],
google.com,1695130140.704,1,79.930,,,[],
google.com,1695130142.183,1,82.545,,,[],
google.com,1695130146.592,1,135.544,,,[],
google.com,1695130151.176,1,68.240,,,[],
google.com,1695130152.892,1,95.836,,,[],
google.com,1695130154.391,1,66.614,,,[],
google.com,1695130158.816,1,89.582,,,[],
google.com,1695130163.092,1,75.876,,,[],
google.com,1695130164.510,1,62.165,,,[],
google.com,1695130168.845,1,85.920,,,[],
google.com,1695130173.045,1,54.571,,,[],
google.com,1695130177.324,1,64.434,,,[],
google.com,1695130181.683,-1,3058.707,,,[],could not convert string to float: ''
google.com,1695130186.426,-1,3095.874,,,[],could not convert string to float: ''
google.com,1695130190.965,1,72.113,,,[],
google.com,1695130198.245,1,69.537,,,[],
google.com,1695130200.101,1,88.327,,,[],
google.com,1695130201.611,1,60.441,,,[],
google.com,1695130203.318,1,66.242,,,[],
google.com,1695130205.010,1,91.943,,,[],
google.com,1695130209.344,1,65.212,,,[],
google.com,1695130210.932,1,81.368,,,[],
google.com,1695130212.408,1,82.880,,,[],
google.com,1695130214.176,1,82.695,,,[],
google.com,1695130215.792,1,85.023,,,[],
google.com,1695130217.129,1,75.275,,,[],
google.com,1695130221.750,1,90.448,,,[],
google.com,1695130223.602,1,105.310,,,[],
google.com,1695130225.160,1,94.975,,,[],
google.com,1695130229.626,1,58.298,,,[],
google.com,1695130234.147,1,97.250,,,[],
google.com,1695130238.615,1,51.660,,,[],
google.com,1695130246.096,1,72.535,,,[],
google.com,1695130247.583,1,84.244,,,[],
google.com,1695130249.129,1,77.048,,,[],
google.com,1695130262.497,1,90.308,,,[],
google.com,1695130263.902,1,85.217,,,[],
